Qtime,Qindustry,Qtitle,Qwork_title,Qlanguages,Qfirst_language,Qr_experience,Qr_year,Qtime_to_proficiency,Qr_learning_path,Qreason_to_learn,Qr_use,Qr_length_to_success,Qr_difficulty,Qr_reason_experienced,Qr_how_often_used,Qr_enjoyment,Qr_difficulty_experienced,Qtidyverse_learning,Qtidyverse_today,Qshiny,Qunit_tests,Qlike_best,Qlike_least,Qrecommend,Qused_for,Qmost_difficult_aspect,blank_question,Qnot_live_without,Qcapability_missing,Qtools,Qchange_one_thing,Qyear_born,Qgender,Qcountry,Qethnicity,Qdegree,Qteam_r_users,Qversion_control,Qtools_with_r,Qobstacles_to_starting,Qbiggest_difficulty,Qhow_to_learn_r,learner_type,Qgender_coded
2018-12-06T23:24:55Z,Financial Services and Activities,Senior Data Analytics Lead,Data scientist or analyst,"Excel, Python",Word Perfect,Expert,2010,Years,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I thought it would open new career opportunities,Between once a day and once a week,5,5,No,Usually,Never -- I don't use Shiny.,Never -- I don't write unit tests,Quality of the results,Community can be preachy,10,"Statistical analysis, Data transformation, Modeling, Visualization, Machine learning",NA,NA,ggplot2,Easier debugging,NA,Documentation,1959,male,United States of America,White,"Master’s degree (e.g. MA, MS, MEd)",10,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow","Microsoft Excel, RStudio Desktop (IDE)",NA,Functions,NA,Early Learner,male
2018-12-06T23:25:33Z,Professional and Business Services,NA,Consultant or Advisor,"Excel, Python, SAS, SPSS, Tableau",Excel,Intermediate,2014,Months,On the job,NA,NA,NA,NA,It was required for my work,Between once a day and once a week,5,4,No,I don't know what tidyverse is,Never -- I don't use Shiny.,Rarely -- I only write unit tests in situations that require it,NA,NA,10,"Statistical analysis, Data transformation, Modeling, Visualization, Text processing, Financial analysis",NA,NA,NA,NA,NA,NA,1984,female,Australia,Hispanic/Latinx,"Master’s degree (e.g. MA, MS, MEd)",5,Never -- I don't use version control for my R code,"Jupyter Notebooks, Microsoft Excel, Python, RStudio Desktop (IDE), RStudio Server",NA,Getting started,NA,Early Learner,female
2018-12-06T23:26:16Z,Education,Professor,Researcher,"Python, Tableau, Stata, MPlus",Pascal,Beginner,2001,I don't feel proficient in R yet.,In-person course (including bootcamps and workshops as well as more formal courses),NA,NA,NA,NA,I was personally interested,Less than once a month,3,3,No,Occasionally,Never -- I don't use Shiny.,Never -- I don't write unit tests,NA,NA,5,"Statistical analysis, Visualization, Machine learning, Text processing",NA,NA,NA,NA,NA,NA,1971,f,United States of America,White,"Doctorate (e.g. PhD, EdD)",20,Frequently -- I use version control on most of the code that I write,"Jupyter Notebooks, R Command Line (i.e., the native R terminal interface), RStudio.cloud, RStudio Desktop (IDE)",NA,"Language syntax, Back then there was hardly any material. I stopped using it in 2002 and only on occasion came back to it since",NA,Early Learner,female
2018-12-06T23:29:38Z,Manufacturing,NA,Researcher,"Excel, Matlab, Python",BASIC,Beginner,2015,I don't feel proficient in R yet.,"Online course (e.g., Coursera, edX, Datacamp)",NA,NA,NA,NA,I was personally interested,Between once a week and once a month,3,4,Yes,Usually,Never -- I don't use Shiny.,Never -- I don't write unit tests,NA,NA,5,Machine learning,NA,NA,Dplyr,Saving interactive graphs for PowerPoint,NA,NA,1990,male,India,Asian,"Master’s degree (e.g. MA, MS, MEd)",3,I don't know what version control is.,RStudio Desktop (IDE),NA,Getting started,NA,Early Learner,male
2018-12-06T23:31:02Z,Information Technologies,Data scientist,Researcher,"C/C++, Excel, Java, Javascript, Python, Tableau","Basic, as in 1980-ish basic",Intermediate,2012,Years,On the job,NA,NA,NA,NA,I wanted to do statistical analyses,More than once a day,5,3,No,Usually,Never -- I don't use Shiny.,Never -- I don't write unit tests,"rapid prototype, quick answers.",Wide spread community adoption (it’s not as popular as python),10,"Statistical analysis, Data transformation, Modeling, Visualization, Machine learning, Text processing, Survey analysis, EDA",NA,NA,ggplot and dplyr,Keeping up with advances and new packages is hard.,NA,Sample data sets with set goals for analysis and exploration,1971,male,United States of America,White,"One or more graduate courses, no graduate degree",2,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow","Python, R Command Line (i.e., the native R terminal interface), RStudio Desktop (IDE), RStudio Server",NA,"Data types, Getting started, Language syntax, Language irregularities",NA,Early Learner,male
2018-12-06T23:32:51Z,Not Employed,NA,Student,"C/C++, Excel, SAS",Excel,Intermediate,2015,Months,In-person course (including bootcamps and workshops as well as more formal courses),NA,NA,NA,NA,I was personally interested,More than once a day,5,3,Yes,Usually,Never -- I don't use Shiny.,Never -- I don't write unit tests,There's a package for almost anything you'd like to do.,Not fast.,10,"Statistical analysis, Modeling, Visualization",NA,NA,magrittr,NA,NA,NA,1995,female,United States of America,White,"One or more graduate courses, no graduate degree",15,Never -- I don't use version control for my R code,"Microsoft Excel, RStudio Desktop (IDE), SAS",NA,Getting started,NA,Early Learner,female
2018-12-06T23:33:24Z,Research,NA,Student,"C/C++, Excel, Python",C/C++,Intermediate,2016,Months,In-person course (including bootcamps and workshops as well as more formal courses),NA,NA,NA,NA,It was part of a course I took,Between once a day and once a week,3,3,No,Usually,"Rarely -- I know how to use Shiny, but it's not part of my regular work",Never -- I don't write unit tests,NA,NA,7,"Statistical analysis, Data transformation, Visualization, Genomics",NA,NA,NA,NA,NA,NA,1994,female,United States of America,"Asian, White","Bachelor’s degree (e.g. BA, BS)",20,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow",RStudio Desktop (IDE),NA,"Language syntax, Language irregularities",NA,Early Learner,female
2018-12-06T23:34:41Z,Research,PhD Student,Student,"C/C++, Matlab, Python",C/C++,Expert,2011,Years,In-person course (including bootcamps and workshops as well as more formal courses),NA,NA,NA,NA,It was part of a course I took,More than once a day,4,1,No,Never,"Rarely -- I know how to use Shiny, but it's not part of my regular work",Never -- I don't write unit tests,NA,Slow for loops,9,"Statistical analysis, Data transformation, Modeling, Visualization, Machine learning, Survey analysis",NA,NA,NA,NA,NA,NA,1991,male,United States of America,White,"Master’s degree (e.g. MA, MS, MEd)",15,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow","RStudio Desktop (IDE), RStudio Server",NA,Language irregularities,NA,Early Learner,male
2018-12-06T23:36:04Z,Research,Research Scholar,Researcher,Excel,Java,Intermediate,2015,Months,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I wanted to do statistical analyses,More than once a day,5,2,No,Occasionally,"Rarely -- I know how to use Shiny, but it's not part of my regular work",Never -- I don't write unit tests,It's simple,Sometimes it consumes lot of memory,9,"Statistical analysis, Data transformation, Modeling, Visualization, Survey analysis",NA,NA,Plyr,Can't answer,NA,Not sure,1989,male,India,Asian,"Doctorate (e.g. PhD, EdD)",0,I don't know what version control is.,RStudio Desktop (IDE),NA,Using the R command line interface,NA,Early Learner,male
2018-12-06T23:37:55Z,Information Technologies,Data Scientist,Data scientist or analyst,"Excel, Python",C/C++,Expert,2015,Months,"Online course (e.g., Coursera, edX, Datacamp)",NA,NA,NA,NA,I thought it would open new career opportunities,Between once a day and once a week,5,3,No,Usually,"Rarely -- I know how to use Shiny, but it's not part of my regular work",Never -- I don't write unit tests,Super customizable plots and the functional syntax,Unintuitive ggplot2 syntax,10,Visualization,NA,NA,ggplot2,Being able to manipulate really big data,NA,ggplot2 syntax,1979,female,United States of America,White,"Doctorate (e.g. PhD, EdD)",5,Sometimes -- I use version control on critical parts of my work,"Jupyter Notebooks, Microsoft Excel",NA,Language syntax,NA,Early Learner,female
2018-12-06T23:38:24Z,Telecommunications,Manager,Administration,"Excel, Visual Basic",Visual Basic,Intermediate,2015,Months,On the job,NA,NA,NA,NA,I thought it would open new career opportunities,More than once a day,5,3,Yes,Usually,Frequently -- I frequently use or build Shiny applications,Never -- I don't write unit tests,NA,NA,10,"Statistical analysis, Data transformation, Visualization, Machine learning, Text processing, Financial analysis",NA,NA,NA,NA,NA,NA,1981,male,United States of America,White,"Professional degree (e.g. MD, DDS, DVM)",0,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow","Microsoft Excel, RStudio Connect, RStudio Desktop (IDE), RStudio Server, Shiny Server",NA,Getting started,NA,Early Learner,male
2018-12-06T23:38:27Z,Research,Biologist,Biologist,"Excel, QGIS",R,Expert,2006,Years,In-person course (including bootcamps and workshops as well as more formal courses),NA,NA,NA,NA,It was part of a course I took,Between once a day and once a week,4,4,No,Never,Never -- I don't use Shiny.,Never -- I don't write unit tests,Flexibility and control over analyses,Uninterpretabke error messages and incomplete documentation in packages,9,Statistical analysis,NA,NA,"Statistical analyses (many), ggplot",Easy to use Bayesian hierarchical modelling,NA,"Error messages that make
sense",1984,female,Australia,White,"Doctorate (e.g. PhD, EdD)",10,Sometimes -- I use version control on critical parts of my work,"Microsoft Excel, RStudio Desktop (IDE)",NA,"Error messages, Language syntax",NA,Early Learner,female
2018-12-06T23:38:26Z,Research,Research Fellow,Researcher,"Excel, Python, SPSS","Basic, when I was kid, and the a PASCAL",Intermediate,2010,Months,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I wanted to do statistical analyses,More than once a day,5,2,No,Usually,Never -- I don't use Shiny.,Rarely -- I only write unit tests in situations that require it,not sure,not sure,10,"Statistical analysis, Data transformation, Visualization, Machine learning",NA,NA,ggplot2,not sure,NA,not sure,1980,male,United States of America,White,"Doctorate (e.g. PhD, EdD)",0,Frequently -- I use version control on most of the code that I write,"Python, RStudio Desktop (IDE)",NA,Finding the right IDE. There was not RStudio yet,NA,Early Learner,male
2018-12-06T23:38:46Z,Research,Visual Analytics,Data scientist or analyst,"Excel, Javascript, Tableau",R,Intermediate,2012,Years,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,It was required for my work,More than once a day,5,3,Yes,Usually,Frequently -- I frequently use or build Shiny applications,Sometimes -- I write unit tests when I have code that is critical to my project or work,The reason I stick to R over other platforms/languages is for the well-curated ecosystem of tools that enable workflows. Meaning it is fairly straightforward to use R for data collection and push the data all the way to visualization on a website.,I haven't found anything that I do not like.,10,"Statistical analysis, Data transformation, Visualization, Text processing, Medicine, Survey analysis, Clinical trials, Data Collection through shiny apps",NA,NA,I don't think I could live without tidyverse. Tidyverse has helped streamline a lot of routine data transformation tasks. It's beautiful!,"I wish that there was better integration with D3. The networkD3 and similar packages are stunning, but overwriting defaults requires a lot of work and knowledge of D3. However, this has inspired me to learn D3 and replicate some of my R projects/graphics in D3. I'm enjoying D3 and in some ways I prefer it over R-based data viz packages. In that sense, I wish there was a better system to convert data.frames to json format. There are few packages available, but extract characters are often included in the file. This requires additional formatting in a text editor, which isn't reproducible.",NA,I'm not sure.,1987,male,Australia,Prefer not to answer,"Master’s degree (e.g. MA, MS, MEd)",NA,Frequently -- I use version control on most of the code that I write,"Microsoft Excel, R Command Line (i.e., the native R terminal interface), RStudio Desktop (IDE), RStudio Server, Shinyapps.io, Shiny Server",NA,"Data types, Documentation, Error messages, Getting started",NA,Early Learner,male
2018-12-06T23:39:02Z,Research,Data Analyst,Researcher,"Excel, QGIs",Matlab,Expert,2012,Weeks,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I thought it would open new career opportunities,More than once a day,5,1,Yes,Usually,"Rarely -- I know how to use Shiny, but it's not part of my regular work",I don't know what unit tests are,Is free!,"I think a workflow within a notebook or rmardown document gets always too long too soon. It would be nice to have some ways to summarise your workflow, maybe with tabs within de document.",10,"Data transformation, Visualization",NA,NA,"SF and broadly, all the spatial data ecosystem (SF, raster, sp, rgdal, tmap, leaflet, etc)",Discrete Choice Models and spatial econometrics,NA,Non,1989,male,Colombia,Hispanic/Latinx,"Master’s degree (e.g. MA, MS, MEd)",1,Never -- I don't use version control for my R code,"RStudio Desktop (IDE), QGIS",NA,Finding proper packages to use,NA,Early Learner,male
