Qtime	Qr_experience	Qhow_to_learn_r	Qreason_to_learn	Qr_use	Qtools	Qobstacles_to_starting	Qr_year	Qr_learning_path	Qr_reason_experienced	Qmost_difficult_aspect	Qr_how_often_used	Qr_OS	Qused_for	Qr_enjoyment	Qrecommend	Qtools_with_r	Qtidyverse_learning	Qtidyverse_today	Qlike_best	Qlike_least	Qr_problems	Qr_discover_packages	Qr_share	Qr_change	Qrobot_test	Qrmarkdown	Qrmarkdown_apps	Qrmarkdown_change	Qshiny	Qshiny_use	Qshiny_change	Qpython_use	Qpython_apps	Qpython_tools	Qpython)_enjoy	Qpython_recommend	Qpython_change	Qcoding_languages	Qfirst_language	Qyear_born	Qgender	Qethnicity	Qdegree	Qcountry	Qindustry	Qtitle	Qwork_title	Qteam_r_users	Qr_community	Qevents	Qhear
12/24/2020 8:38:34	Intermedio	NA	NA	NA	NA	NA	2015	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de texto, Medicina, Análisis de encuestas	5	10	RStudio Desktop (IDE), Shinyapps.io, Shiny Server	Sí	Generalmente	"La posibilidad de hacer ""todo"""	Algunos cambios en las funciones (nombre, argumentos y funcionamiento) que obliga a cambiar el código de los scripts	Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com	Sitios web de búsqueda general como Google y Yahoo, community.rstudio.com, Conferencias, reuniones o seminarios., Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web públicos como GitHub o Netlify, Shinyapps.io, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que siga igual	five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear artículos listos para publicación para enviar, Crear documentos interactivos basados en Shiny	Espero que aumente	Mensual: entre una vez a la semana y una vez al mes	Tablero de instrumentos	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Excel	Visual Basic	1973	Masculino	Hispano/Latino	Formación terciaria comercial / técnica / profesional, sin título	Argentina	Servicios Gubernamentales (Federales, Provinciales o Municipales)	Informático en un Departamento de Investigación Epidemiológica	Científica/o de datos o Analista	5	Sí definitivamente	RStudio::conf, Encuentro local o regional de R, R Medicine conferencia	Twitter
12/24/2020 8:46:09	Principiante	NA	NA	NA	NA	NA	2020	Curso en línea (por ejemplo, Coursera, edX, Dataquest)	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Encontrar tiempo para empezar	Semanal: entre una vez al día y una vez a la semana	Apple MacOS	Análisis estadístico, Medicina	5	10	RStudio Cloud, RStudio Desktop (IDE), SPSS	Sí	Generalmente	NA	NA	Sitios web de búsqueda general como Google y Yahoo	Sitios web de búsqueda general como Google y Yahoo, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	Five	Mensual: entre una vez a la semana y una vez al mes	Crear cuadernos R, Crear artículos listos para publicación para enviar	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Ninguna	R	1985	Masculino	Hispano/Latino	Título profesional (por ejemplo, MD, DDS, DVM)	Colombia	Cuidado de la Salud y Medicina	NA	Profesional de Medicina	1	Neutral	NA	Twitter
12/24/2020 8:46:15	Intermedio	NA	NA	NA	NA	NA	2017	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Fue parte de un curso que tomé	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Apple MacOS	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Genómica, Medicina, Ensayos clínicos	5	10	Microsoft Excel, RStudio Desktop (IDE)	No	Generalmente	Gratis	Tiempo que dedico a resolver cada problema	Sitios web de búsqueda general como Google y Yahoo	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	NA	Espero que aumente	Five	No uso R Markdown	NA	NA	Nunca, no uso Shiny	NA	NA	No uso Python	NA	NA	NA	NA	NA	Excel	C/C++	1988	Femenino	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	Costa Rica	Cuidado de la Salud y Medicina	Profesor	Investigador/a	0	Si algo	NA	Twitter
12/24/2020 8:47:48	Principiante	NA	NA	NA	NA	NA	2020	Curso en línea (por ejemplo, Coursera, edX, Dataquest)	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Descarga e instalación del software	Semanal: entre una vez al día y una vez a la semana	Apple MacOS	Análisis estadístico, Visualización, Análisis de encuestas	5	10	Microsoft Excel, RStudio Desktop (IDE), SPSS, Tableau	Sí	Raramente	Las visualizaciones gráficas	Guardar documentos	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Sitios web de búsqueda general como Google y Yahoo, community.rstudio.com, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation, Paquetes R creados para la búsqueda, como el paquete sos, Vistas de tareas de CRAN	Twitter	Espero que aumente	five	No uso R Markdown	NA	Espero que siga igual	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Excel, SPSS, Tableau	R	1982	Hombre	Blanco, Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	México	Investigación de mercados	Director	Consultoría o Asesoría	2	Si algo	NA	Twitter
12/24/2020 8:49:23	Principiante	NA	NA	NA	NA	NA	2012	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Fue parte de un curso que tomé	Aprender la sintaxis de R	Diariamente: al menos una vez al día.	Microsoft Windows	Visualización	5	10	Microsoft Excel, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Desktop (IDE), Tableau	Sí	De vez en cuando	Me gusta que tenga muchos materiales en internet  y cada vez hay más ejemplos para practicar.	Quizás sea la dificultad de integrarlo con Tableau.	Sitios web de búsqueda general como Google y Yahoo, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Sitios web de búsqueda general como Google y Yahoo, Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal), Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email	Espero que aumente	five	No uso R Markdown	NA	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Análisis estadístico, Modelado/Aprendizaje automático, Visualización	5	10	Anaconda, Microsoft Excel	Espero que aumente	Python	R	1979	Masculino	Hispano/Latino	Uno o más cursos de postgrado, sin título de postgrado	Paraguay	Investigación	Analista de datos	Científica/o de datos o Analista	0	Sí definitivamente	NA	Twitter
12/24/2020 9:01:34	Intermedio	NA	NA	NA	NA	NA	2015	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Los materiales de R no están en Español	Diariamente: al menos una vez al día.	Microsoft Windows	Limpieza o manipulación de datos, Visualización	5	9	Microsoft Excel, RStudio Cloud, RStudio Desktop (IDE)	Sí	Generalmente	Versatilidad	Sintaxis en baseR	Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Email, Sitios web públicos como GitHub o Netlify, Incorporación de resultados en trabajos de investigación enviados a publicaciones	Espero que aumente	five	Ocasionalmente: menos de una vez al mes.	Crear diapositivas de presentación	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	NA	Excel	Excel	1991	Masculino	Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	Perú	Investigación	Asistente	Investigador/a	4	Neutral	NA	Twitter
12/24/2020 9:59:07	Intermedio	NA	NA	NA	NA	NA	2017	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Pensé que saber R me abriría nuevas oportunidades en mi carrera	Los materiales de R no están en Español	Diariamente: al menos una vez al día.	Microsoft Windows	Limpieza o manipulación de datos, Visualización	5	10	Microsoft Excel, Shinyapps.io	Sí	Generalmente	Su versatilidad	.	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com	Sitios web de búsqueda general como Google y Yahoo, Tu red personal, como colegas y profesores	Email, Shinyapps.io	Espero que siga igual	Five	Semanal: entre una vez al día y una vez a la semana	Crear paneles HTML con flexdashboard	Espero que aumente	Diariamente: al menos una vez al día	Tablas de datos interactivas	Espero que aumente	Semanal: entre una vez al día y una vez a la semana	Creación de app webs	4	9	Microsoft Excel	Espero que aumente	Excel, Python	R	1993	Hombre	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	Spain / España	Recursos Naturales y Minería	Ingeniero I+D+I	Científica/o de datos o Analista	0	Si algo	NA	Twitter
12/24/2020 10:59:34	Principiante	NA	NA	NA	NA	NA	2019	Youtube	Tenía un interés personal	Encontrar paquetes apropiados para usar	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización	5	10	RStudio Desktop (IDE)	Sí	Generalmente	La facilidad para importar, manipular y visualizar datos incluso de muy diferentes formatos u orígenes	No conocer funciones o paquetes que podrían hacer más fácil mi trabajo	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Conferencias, reuniones o seminarios., Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	NA	Espero que siga igual	five	No uso R Markdown	NA	Espero que aumente	Nunca, no uso Shiny	NA	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que siga igual	R	R	1976	Hombre	Blanco	Licenciatura (por ejemplo, BA, BS)	Spain / España	Consultoría medioambiental	Técnico medioambiental	Consultoría o Asesoría	0	Neutral	NA	Twitter
12/24/2020 13:35:16	Intermedio	NA	NA	NA	NA	NA	2016	"Curso presencial (incluyendo ""bootcamps"" y talleres de programación, también cursos más formales)"	Fue parte de un curso que tomé	Aprender el entorno de desarrollo RStudio	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización, Análisis de texto	5	10	Microsoft Excel, RStudio Desktop (IDE), Shiny Server	Sí	Generalmente	tidyverse, conexiones a BD, manipulacion de datos	ejemplos empresariales. Ejemplo: para envio de correos por blastula se necesita un permiso especial. Uso de git con carpetas compartidas.	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub	Conferencias, reuniones o seminarios., Libros, libros de texto o artículos de revistas (JSS, JOSS, R-Journal)	Email, Blog personal o sitio web de su propiedad	Espero que aumente	five	Diariamente: al menos una vez al día.	Crear artículos listos para publicación para enviar, Crear sitios web a través de blogdown, Documentar paquetes usando pkgdown, Crear paneles HTML con flexdashboard	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Tablero de instrumentos	Espero que aumente	No uso Python	NA	NA	NA	NA	Espero que aumente	Visual Basic	R	1990	Masculino	Hispano/Latino	Maestría (por ejemplo, MA, MS, MEd)	Colombia	Servicios y Actividades Financieros	Coordinador de campañas	Científica/o de datos o Analista	3	Si algo	NA	LinkedIn
12/24/2020 13:51:12	Principiante	NA	NA	NA	NA	NA	2020	Curso en línea (por ejemplo, Coursera, edX, Dataquest)	Queria hacer análisis estadísticos	Encontrar tiempo para empezar	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico	4	9	RStudio Desktop (IDE)	Sí	De vez en cuando	El desafío que implica su correcto empleo	Me cuesta trabajo (y tiempo) entender mis errores	Sitios web de búsqueda general como Google y Yahoo	Sitios web de búsqueda general como Google y Yahoo	aún no, estoy aprendiendo	Espero que aumente	five	No uso R Markdown	NA	Espero que siga igual	Nunca, no uso Shiny	NA	Espero que siga igual	No uso Python	NA	NA	NA	NA	Espero que siga igual	Excel	Estoy empezando a aprender programación	1960	masculino	Hispano/Latino	Doctorado (por ejemplo, PhD, EdD)	México	Educación	Profesor	Educador/a	20	No en realidad no	NA	Twitter
12/24/2020 20:22:33	Intermedio	NA	NA	NA	NA	NA	2012	La universidad	Queria hacer análisis estadísticos	Los materiales de R no están en Español	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Visualización	4	10	Microsoft Excel, Python, SAS, Shinyapps.io	Sí	Generalmente	Diversidad de paqueterías y la comunidad de R	NA	Sitios web de búsqueda general como Google y Yahoo, Su red personal, como colegas y profesores, Sitios generales de preguntas y respuestas como Stack Overflow y Quora	Sitios web de búsqueda general como Google y Yahoo, community.rstudio.com	Email, RPubs.com	Espero que aumente	five	Mensual: entre una vez a la semana y una vez al mes	Crear artículos listos para publicación para enviar, Crear documentos PDF personalizados usando pagedown	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Tablas de datos interactivas	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Análisis estadístico, Limpieza o manipulación de datos	3	8	Anaconda, Conda, JupyterLab 3.0	Espero que aumente	Excel, Python, SAS, Tableau	C/C++	1992	Masculino	Hispano/Latino	Licenciatura (por ejemplo, BA, BS)	México	Servicios y Actividades Financieros	Minero de datos	Científica/o de datos o Analista	5	Neutral	NA	LinkedIn
12/25/2020 4:25:21	Intermedio	NA	NA	NA	NA	NA	2020	Curso en línea (por ejemplo, Coursera, edX, Dataquest)	Tenía un interés personal	Encontrar tiempo para empezar	Semanal: entre una vez al día y una vez a la semana	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos	5	9	Databricks, Jupyter cuadernos, Python, Línea de comandos de R (es decir, la interfaz nativa de la terminal R), RStudio Server, Shiny Server	Sí	De vez en cuando	Sus increibles posibilidades	Nada	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, Redes sociales como blogs, R-bloggers, Twitter, Slack o contactos de GitHub, community.rstudio.com, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation	Sitios web de búsqueda general como Google y Yahoo, community.rstudio.com, Sitios web de búsqueda específicos de R como METACRAN o Rdocumentation	Sitios web públicos como GitHub o Netlify	Espero que siga igual	Five	Semanal: entre una vez al día y una vez a la semana	Crear cuadernos R, Crear documentos PDF personalizados usando pagedown, Crear paneles HTML con flexdashboard, Crear documentos interactivos basados en Shiny	Espero que siga igual	Semanal: entre una vez al día y una vez a la semana	Tablas de datos interactivas	Espero que siga igual	Semanal: entre una vez al día y una vez a la semana	Análisis estadístico, Limpieza o manipulación de datos	4	9	Anaconda, Databricks, Jupyter cuadernos, R, RStudio Server, Shiny Server	Espero que siga igual	C/C++, Python	C/C++	1970	Mujer	Blanco	Maestría (por ejemplo, MA, MS, MEd)	Spain / España	Cuidado de la Salud y Medicina	NA	Consultoría o Asesoría	10	Si algo	NA	Twitter
12/25/2020 7:32:15	Intermedio	NA	NA	NA	NA	NA	2017	Utilizando un libro o documentación en línea que no formaba parte de un curso formal	Queria hacer análisis estadísticos	Mensajes de error	Diariamente: al menos una vez al día.	Microsoft Windows	Análisis estadístico, Limpieza o manipulación de datos, Modelado/Aprendizaje automático, Visualización, Análisis de encuestas, Análisis financiero	5	10	Microsoft Excel, Python, RStudio Desktop (IDE), Shinyapps.io, SPSS	Sí	Generalmente	La facilidad de manipular matrices de información, las visualizaciones, el modelado, etc.	Suele volverse un poco lento	Sitios web de búsqueda general como Google y Yahoo, Sitios generales de preguntas y respuestas como Stack Overflow y Quora, community.rstudio.com	Sitios web de búsqueda general como Google y Yahoo, community.rstudio.com, Conferencias, reuniones o seminarios.	RPubs.com, Shinyapps.io	Espero que aumente	five	Mensual: entre una vez a la semana y una vez al mes	Crear artículos listos para publicación para enviar, Crear documentos PDF personalizados usando pagedown, Crear paneles HTML con flexdashboard	Espero que aumente	Diariamente: al menos una vez al día	Desarrollo de una app para una empresa	Espero que aumente	Ocasionalmente: menos de una vez al mes.	Modelado/Aprendizaje automático	4	8	Anaconda, JupyterLab 3.0, Microsoft Excel, R, RStudio Decktop (IDE)	Espero que aumente	Javascript, Matlab, Python	Java	1997	Masculino	Hispano/Latino	Grado universitario asociado (por ejemplo, AA, AS)	Ecuador	Servicios Profesionales y de Negocios	Analista	Estadístico/a	0	Sí definitivamente	RStudio::conf, Encuentro local o regional de R, R Reuniones de damas (locales, regionales, nacionales o internacionales)	Facebook
